Day ,Items ,Note ,Amount 
32,Rental Expense,Cash Payment - Rental - Miami,-1120
32,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
32,Rental Expense,Cash Payment - Rental - San Francisco,-2240
31,Rental Expense,Cash Payment - Rental - Detroit,-1200
31,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
31,Rental Expense,Cash Payment - Rental - Chicago,-1600
31,Rental Expense,Cash Payment - Rental - New York,-2680
31,Rental Expense,Cash Payment - Rental - Miami,-1120
31,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
31,Rental Expense,Cash Payment - Rental - San Francisco,-2240
30,Rental Expense,Cash Payment - Rental - Detroit,-1200
30,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
30,Rental Expense,Cash Payment - Rental - Chicago,-1600
30,Rental Expense,Cash Payment - Rental - New York,-2680
30,Rental Expense,Cash Payment - Rental - Miami,-1120
30,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
30,Rental Expense,Cash Payment - Rental - San Francisco,-2240
29,Rental Expense,Cash Payment - Rental - Detroit,-1200
29,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
29,Rental Expense,Cash Payment - Rental - Chicago,-1600
29,Rental Expense,Cash Payment - Rental - New York,-2680
29,Rental Expense,Cash Payment - Rental - Miami,-1120
29,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
29,Rental Expense,Cash Payment - Rental - San Francisco,-2240
28,Rental Expense,Cash Payment - Rental - Detroit,-1200
28,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
28,Rental Expense,Cash Payment - Rental - Chicago,-1600
28,Rental Expense,Cash Payment - Rental - New York,-2680
28,Rental Expense,Cash Payment - Rental - Miami,-1120
28,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
28,Rental Expense,Cash Payment - Rental - San Francisco,-2240
27,Rental Expense,Cash Payment - Rental - Detroit,-1200
27,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
27,Rental Expense,Cash Payment - Rental - Chicago,-1600
27,Rental Expense,Cash Payment - Rental - New York,-2680
27,Rental Expense,Cash Payment - Rental - Miami,-1120
27,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
27,Rental Expense,Cash Payment - Rental - San Francisco,-2240
26,Rental Expense,Cash Payment - Rental - Detroit,-1200
26,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
26,Rental Expense,Cash Payment - Rental - Chicago,-1600
26,Rental Expense,Cash Payment - Rental - New York,-2680
26,Rental Expense,Cash Payment - Rental - Miami,-1120
26,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
26,Rental Expense,Cash Payment - Rental - San Francisco,-2240
25,Rental Expense,Cash Payment - Rental - Detroit,-1200
25,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
25,Rental Expense,Cash Payment - Rental - Chicago,-1600
25,Rental Expense,Cash Payment - Rental - New York,-2680
25,Rental Expense,Cash Payment - Rental - Miami,-1120
25,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
25,Rental Expense,Cash Payment - Rental - San Francisco,-2240
24,Rental Expense,Cash Payment - Rental - Detroit,-1200
24,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
24,Rental Expense,Cash Payment - Rental - Chicago,-1600
24,Rental Expense,Cash Payment - Rental - New York,-2680
24,Rental Expense,Cash Payment - Rental - Miami,-1120
24,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
24,Rental Expense,Cash Payment - Rental - San Francisco,-2240
23,Rental Expense,Cash Payment - Rental - Detroit,-1200
23,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
23,Rental Expense,Cash Payment - Rental - Chicago,-1600
23,Rental Expense,Cash Payment - Rental - New York,-2680
23,Rental Expense,Cash Payment - Rental - Miami,-1120
23,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
23,Rental Expense,Cash Payment - Rental - San Francisco,-2240
22,Rental Expense,Cash Payment - Rental - Detroit,-1200
22,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
22,Rental Expense,Cash Payment - Rental - Chicago,-1600
22,Rental Expense,Cash Payment - Rental - New York,-2680
22,Rental Expense,Cash Payment - Rental - Miami,-1120
22,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
22,Rental Expense,Cash Payment - Rental - San Francisco,-2240
21,Rental Expense,Cash Payment - Rental - Detroit,-1200
21,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
21,Rental Expense,Cash Payment - Rental - Chicago,-1600
21,Rental Expense,Cash Payment - Rental - New York,-2680
21,Rental Expense,Cash Payment - Rental - Miami,-1120
21,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
21,Rental Expense,Cash Payment - Rental - San Francisco,-2240
20,Rental Expense,Cash Payment - Rental - Detroit,-1200
20,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
20,Rental Expense,Cash Payment - Rental - Chicago,-1600
20,Rental Expense,Cash Payment - Rental - New York,-2680
20,Rental Expense,Cash Payment - Rental - Miami,-1120
20,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
20,Rental Expense,Cash Payment - Rental - San Francisco,-2240
19,Rental Expense,Cash Payment - Rental - Detroit,-1200
19,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
19,Rental Expense,Cash Payment - Rental - Chicago,-1600
19,Rental Expense,Cash Payment - Rental - New York,-2680
19,Rental Expense,Cash Payment - Rental - Miami,-1120
19,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
19,Rental Expense,Cash Payment - Rental - San Francisco,-2240
18,Rental Expense,Cash Payment - Rental - Detroit,-1200
18,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
18,Rental Expense,Cash Payment - Rental - Chicago,-1600
18,Rental Expense,Cash Payment - Rental - New York,-2680
18,Rental Expense,Cash Payment - Rental - Miami,-1120
18,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
18,Rental Expense,Cash Payment - Rental - San Francisco,-2240
17,Rental Expense,Cash Payment - Rental - Detroit,-1200
17,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
17,Rental Expense,Cash Payment - Rental - Chicago,-1600
17,Rental Expense,Cash Payment - Rental - New York,-2680
17,Rental Expense,Cash Payment - Rental - Miami,-1120
17,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
17,Rental Expense,Cash Payment - Rental - San Francisco,-2240
16,Rental Expense,Cash Payment - Rental - Detroit,-1200
16,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
16,Rental Expense,Cash Payment - Rental - Chicago,-1600
16,Rental Expense,Cash Payment - Rental - New York,-2680
16,Rental Expense,Cash Payment - Rental - Miami,-1120
16,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
16,Rental Expense,Cash Payment - Rental - San Francisco,-2240
15,Rental Expense,Cash Payment - Rental - Detroit,-1200
15,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
15,Rental Expense,Cash Payment - Rental - Chicago,-1600
15,Rental Expense,Cash Payment - Rental - New York,-2680
15,Rental Expense,Cash Payment - Rental - Miami,-1120
15,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
15,Rental Expense,Cash Payment - Rental - San Francisco,-2240
14,Rental Expense,Cash Payment - Rental - Detroit,-1200
14,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
14,Rental Expense,Cash Payment - Rental - Chicago,-1600
14,Rental Expense,Cash Payment - Rental - New York,-2680
14,Rental Expense,Cash Payment - Rental - Miami,-1120
14,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
14,Rental Expense,Cash Payment - Rental - San Francisco,-2240
13,Rental Expense,Cash Payment - Rental - Detroit,-1200
13,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
13,Rental Expense,Cash Payment - Rental - Chicago,-1600
13,Rental Expense,Cash Payment - Rental - New York,-2680
13,Rental Expense,Cash Payment - Rental - Miami,-1120
13,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
13,Rental Expense,Cash Payment - Rental - San Francisco,-2240
12,Rental Expense,Cash Payment - Rental - Detroit,-1200
12,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
12,Rental Expense,Cash Payment - Rental - Chicago,-1600
12,Rental Expense,Cash Payment - Rental - New York,-2680
12,Rental Expense,Cash Payment - Rental - Miami,-1120
12,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
12,Rental Expense,Cash Payment - Rental - San Francisco,-2240
11,Rental Expense,Cash Payment - Rental - Detroit,-1200
11,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
11,Rental Expense,Cash Payment - Rental - Chicago,-1600
11,Rental Expense,Cash Payment - Rental - New York,-2680
11,Rental Expense,Cash Payment - Rental - Miami,-1120
11,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
11,Rental Expense,Cash Payment - Rental - San Francisco,-2240
10,Rental Expense,Cash Payment - Rental - Detroit,-1200
10,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
10,Rental Expense,Cash Payment - Rental - Chicago,-1600
10,Rental Expense,Cash Payment - Rental - New York,-2680
10,Rental Expense,Cash Payment - Rental - Miami,-1120
10,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
10,Rental Expense,Cash Payment - Rental - San Francisco,-2240
9,Rental Expense,Cash Payment - Rental - Detroit,-1200
9,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
9,Rental Expense,Cash Payment - Rental - Chicago,-1600
9,Rental Expense,Cash Payment - Rental - New York,-2680
9,Rental Expense,Cash Payment - Rental - Miami,-1120
9,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
9,Rental Expense,Cash Payment - Rental - San Francisco,-2240
8,Rental Expense,Cash Payment - Rental - Detroit,-1200
8,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
8,Rental Expense,Cash Payment - Rental - Chicago,-1600
8,Rental Expense,Cash Payment - Rental - New York,-2680
8,Rental Expense,Cash Payment - Rental - Miami,-1120
8,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
8,Rental Expense,Cash Payment - Rental - San Francisco,-2240
7,Rental Expense,Cash Payment - Rental - Detroit,-1200
7,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
7,Rental Expense,Cash Payment - Rental - Chicago,-1600
7,Rental Expense,Cash Payment - Rental - New York,-2680
7,Rental Expense,Cash Payment - Rental - Miami,-1120
7,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
7,Rental Expense,Cash Payment - Rental - San Francisco,-2240
6,Rental Expense,Cash Payment - Rental - Detroit,-1200
6,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
6,Rental Expense,Cash Payment - Rental - Chicago,-1600
6,Rental Expense,Cash Payment - Rental - New York,-2680
6,Rental Expense,Cash Payment - Rental - Miami,-1120
6,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
6,Rental Expense,Cash Payment - Rental - San Francisco,-2240
5,Rental Expense,Cash Payment - Rental - Detroit,-1200
5,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
5,Rental Expense,Cash Payment - Rental - Chicago,-1600
5,Rental Expense,Cash Payment - Rental - New York,-2680
5,Rental Expense,Cash Payment - Rental - Miami,-1120
5,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
5,Rental Expense,Cash Payment - Rental - San Francisco,-2240
4,Rental Expense,Cash Payment - Rental - Detroit,-1200
4,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
4,Rental Expense,Cash Payment - Rental - Chicago,-1600
4,Rental Expense,Cash Payment - Rental - New York,-2680
4,Rental Expense,Cash Payment - Rental - Miami,-1120
4,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
4,Rental Expense,Cash Payment - Rental - San Francisco,-2240
3,Rental Expense,Cash Payment - Rental - Detroit,-1200
3,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
3,Rental Expense,Cash Payment - Rental - Chicago,-1600
3,Rental Expense,Cash Payment - Rental - New York,-2680
3,Rental Expense,Cash Payment - Rental - Miami,-1120
3,Rental Expense,"Cash Payment - Rental - Washington, D.C.",-2440
3,Rental Expense,Cash Payment - Rental - San Francisco,-2240
2,Rental Expense,Cash Payment - Rental - Detroit,-1200
2,Rental Expense,Cash Payment - Rental - Los Angeles,-1080
2,Rental Expense,Cash Payment - Rental - Chicago,-1600
2,Rental Expense,Cash Payment - Rental - New York,-2680
2,Rental Expense,Cash Payment - Rental - Miami,-1120
90,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,8028
90,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5200
90,Retail,Revenue - Retail Sales Los Angeles - White Wine,5038
90,Retail,Revenue - Retail Sales New York - Sparkling Wine,9720
90,Retail,Revenue - Retail Sales New York - Red Wine,6980
90,Retail,Revenue - Retail Sales New York - White Wine,7018
90,Retail,Revenue - Retail Sales Miami - Sparkling Wine,756
90,Retail,Revenue - Retail Sales Miami - Red Wine,880
90,Retail,Revenue - Retail Sales Miami - White Wine,968
90,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1206
90,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1500
90,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1232
90,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1547
90,Retail,Revenue - Retail Sales San Francisco - Red Wine,1178
90,Retail,Revenue - Retail Sales San Francisco - White Wine,1260
89,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9592
89,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5784
89,Retail,Revenue - Retail Sales Los Angeles - White Wine,5668
89,Retail,Revenue - Retail Sales New York - Sparkling Wine,11902
89,Retail,Revenue - Retail Sales New York - Red Wine,8016
89,Retail,Revenue - Retail Sales New York - White Wine,7982
89,Retail,Revenue - Retail Sales Miami - Sparkling Wine,858
89,Retail,Revenue - Retail Sales Miami - Red Wine,897
89,Retail,Revenue - Retail Sales Miami - White Wine,975
89,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1496
89,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1488
89,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1352
89,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1892
89,Retail,Revenue - Retail Sales San Francisco - Red Wine,1248
89,Retail,Revenue - Retail Sales San Francisco - White Wine,1404
88,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9394
88,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6192
88,Retail,Revenue - Retail Sales Los Angeles - White Wine,6240
88,Retail,Revenue - Retail Sales New York - Sparkling Wine,12848
88,Retail,Revenue - Retail Sales New York - Red Wine,7776
88,Retail,Revenue - Retail Sales New York - White Wine,7982
88,Retail,Revenue - Retail Sales Miami - Sparkling Wine,814
88,Retail,Revenue - Retail Sales Miami - Red Wine,966
88,Retail,Revenue - Retail Sales Miami - White Wine,1000
88,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1342
88,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1464
88,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1404
88,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1848
88,Retail,Revenue - Retail Sales San Francisco - Red Wine,1344
88,Retail,Revenue - Retail Sales San Francisco - White Wine,1378
87,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10114
87,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6636
87,Retail,Revenue - Retail Sales Los Angeles - White Wine,6630
87,Retail,Revenue - Retail Sales New York - Sparkling Wine,13000
87,Retail,Revenue - Retail Sales New York - Red Wine,8260
87,Retail,Revenue - Retail Sales New York - White Wine,8250
87,Retail,Revenue - Retail Sales Miami - Sparkling Wine,988
87,Retail,Revenue - Retail Sales Miami - Red Wine,1036
87,Retail,Revenue - Retail Sales Miami - White Wine,1073
87,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1560
87,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1708
87,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1440
87,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2054
87,Retail,Revenue - Retail Sales San Francisco - Red Wine,1512
87,Retail,Revenue - Retail Sales San Francisco - White Wine,1410
86,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10114
86,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5880
86,Retail,Revenue - Retail Sales Los Angeles - White Wine,6570
86,Retail,Revenue - Retail Sales New York - Sparkling Wine,12662
86,Retail,Revenue - Retail Sales New York - Red Wine,8344
86,Retail,Revenue - Retail Sales New York - White Wine,8490
86,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
86,Retail,Revenue - Retail Sales Miami - Red Wine,952
86,Retail,Revenue - Retail Sales Miami - White Wine,1102
86,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1612
86,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1680
86,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1410
86,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1950
86,Retail,Revenue - Retail Sales San Francisco - Red Wine,1484
86,Retail,Revenue - Retail Sales San Francisco - White Wine,1470
85,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10010
85,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6692
85,Retail,Revenue - Retail Sales Los Angeles - White Wine,6660
85,Retail,Revenue - Retail Sales New York - Red Wine,8484
85,Retail,Revenue - Retail Sales New York - White Wine,8490
85,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
85,Retail,Revenue - Retail Sales Miami - Red Wine,980
85,Retail,Revenue - Retail Sales Miami - White Wine,1015
85,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1404
85,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1624
85,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1560
85,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2002
85,Retail,Revenue - Retail Sales San Francisco - Red Wine,1428
85,Retail,Revenue - Retail Sales San Francisco - White Wine,1530
84,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10114
84,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6300
84,Retail,Revenue - Retail Sales Los Angeles - White Wine,6480
84,Retail,Revenue - Retail Sales New York - Red Wine,7980
84,Retail,Revenue - Retail Sales New York - White Wine,8310
84,Retail,Revenue - Retail Sales Miami - Sparkling Wine,962
84,Retail,Revenue - Retail Sales Miami - Red Wine,980
84,Retail,Revenue - Retail Sales Miami - White Wine,1102
84,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1404
84,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1680
84,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1470
84,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1898
84,Retail,Revenue - Retail Sales San Francisco - Red Wine,1344
84,Retail,Revenue - Retail Sales San Francisco - White Wine,1530
83,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10426
83,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6356
83,Retail,Revenue - Retail Sales Los Angeles - White Wine,6420
83,Retail,Revenue - Retail Sales New York - Red Wine,8400
83,Retail,Revenue - Retail Sales New York - White Wine,8880
83,Retail,Revenue - Retail Sales Miami - Sparkling Wine,910
83,Retail,Revenue - Retail Sales Miami - Red Wine,1036
83,Retail,Revenue - Retail Sales Miami - White Wine,1102
83,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1404
83,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1652
83,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1560
83,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2496
83,Retail,Revenue - Retail Sales San Francisco - Red Wine,1792
83,Retail,Revenue - Retail Sales San Francisco - White Wine,1950
82,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,38038
82,Retail,Revenue - Retail Sales Los Angeles - Red Wine,25760
82,Retail,Revenue - Retail Sales Los Angeles - White Wine,23820
82,Retail,Revenue - Retail Sales New York - Red Wine,35392
82,Retail,Revenue - Retail Sales New York - White Wine,33030
82,Retail,Revenue - Retail Sales Miami - Sparkling Wine,4004
82,Retail,Revenue - Retail Sales Miami - Red Wine,4228
82,Retail,Revenue - Retail Sales Miami - White Wine,4118
82,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",6084
82,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",6608
82,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",5970
82,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,10998
82,Retail,Revenue - Retail Sales San Francisco - Red Wine,7588
82,Retail,Revenue - Retail Sales San Francisco - White Wine,8160
81,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,39204
81,Retail,Revenue - Retail Sales Los Angeles - Red Wine,24660
81,Retail,Revenue - Retail Sales Los Angeles - White Wine,25184
81,Retail,Revenue - Retail Sales New York - Red Wine,34800
81,Retail,Revenue - Retail Sales New York - White Wine,33792
81,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3699
81,Retail,Revenue - Retail Sales Miami - Red Wine,4080
81,Retail,Revenue - Retail Sales Miami - White Wine,4154
81,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",5589
81,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",6420
81,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",6240
81,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,10449
81,Retail,Revenue - Retail Sales San Francisco - Red Wine,7890
81,Retail,Revenue - Retail Sales San Francisco - White Wine,8192
80,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,39582
80,Retail,Revenue - Retail Sales Los Angeles - Red Wine,26370
80,Retail,Revenue - Retail Sales Los Angeles - White Wine,26176
80,Retail,Revenue - Retail Sales New York - Sparkling Wine,2187
80,Retail,Revenue - Retail Sales New York - Red Wine,31500
80,Retail,Revenue - Retail Sales New York - White Wine,32448
80,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3591
80,Retail,Revenue - Retail Sales Miami - Red Wine,3900
80,Retail,Revenue - Retail Sales Miami - White Wine,4495
80,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",5967
80,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",6060
80,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",5664
80,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,10908
80,Retail,Revenue - Retail Sales San Francisco - Red Wine,7650
80,Retail,Revenue - Retail Sales San Francisco - White Wine,7424
79,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,39366
79,Retail,Revenue - Retail Sales Los Angeles - Red Wine,23520
79,Retail,Revenue - Retail Sales Los Angeles - White Wine,24096
79,Retail,Revenue - Retail Sales New York - Sparkling Wine,54486
79,Retail,Revenue - Retail Sales New York - Red Wine,31050
79,Retail,Revenue - Retail Sales New York - White Wine,33376
79,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3591
79,Retail,Revenue - Retail Sales Miami - Red Wine,4260
79,Retail,Revenue - Retail Sales Miami - White Wine,4464
79,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",5670
79,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",6690
79,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",6304
79,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,10314
79,Retail,Revenue - Retail Sales San Francisco - Red Wine,7440
79,Retail,Revenue - Retail Sales San Francisco - White Wine,7328
78,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,41094
78,Retail,Revenue - Retail Sales Los Angeles - Red Wine,23640
78,Retail,Revenue - Retail Sales Los Angeles - White Wine,23840
78,Retail,Revenue - Retail Sales New York - Sparkling Wine,48978
78,Retail,Revenue - Retail Sales New York - Red Wine,35010
78,Retail,Revenue - Retail Sales New York - White Wine,32672
78,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3861
78,Retail,Revenue - Retail Sales Miami - Red Wine,4140
78,Retail,Revenue - Retail Sales Miami - White Wine,4185
78,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",5670
78,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",6270
78,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",5536
78,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,9639
78,Retail,Revenue - Retail Sales San Francisco - Red Wine,7380
78,Retail,Revenue - Retail Sales San Francisco - White Wine,7424
77,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9288
77,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5850
77,Retail,Revenue - Retail Sales Los Angeles - White Wine,5728
77,Retail,Revenue - Retail Sales New York - Sparkling Wine,12609
77,Retail,Revenue - Retail Sales New York - Red Wine,7590
77,Retail,Revenue - Retail Sales New York - White Wine,8576
77,Retail,Revenue - Retail Sales Miami - Sparkling Wine,918
77,Retail,Revenue - Retail Sales Miami - Red Wine,990
77,Retail,Revenue - Retail Sales Miami - White Wine,1054
77,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1485
77,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1590
77,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1536
77,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2592
77,Retail,Revenue - Retail Sales San Francisco - Red Wine,1740
77,Retail,Revenue - Retail Sales San Francisco - White Wine,1984
76,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10071
76,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6480
76,Retail,Revenue - Retail Sales Los Angeles - White Wine,5984
76,Retail,Revenue - Retail Sales New York - Sparkling Wine,12960
76,Retail,Revenue - Retail Sales New York - White Wine,8416
76,Retail,Revenue - Retail Sales Miami - Sparkling Wine,945
76,Retail,Revenue - Retail Sales Miami - Red Wine,930
76,Retail,Revenue - Retail Sales Miami - White Wine,1085
76,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1566
76,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1650
76,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1536
76,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2349
76,Retail,Revenue - Retail Sales San Francisco - Red Wine,1950
76,Retail,Revenue - Retail Sales San Francisco - White Wine,2016
75,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10773
75,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6300
75,Retail,Revenue - Retail Sales Los Angeles - White Wine,6624
75,Retail,Revenue - Retail Sales New York - Sparkling Wine,13365
75,Retail,Revenue - Retail Sales New York - Red Wine,4350
75,Retail,Revenue - Retail Sales New York - White Wine,8576
75,Retail,Revenue - Retail Sales Miami - Sparkling Wine,891
75,Retail,Revenue - Retail Sales Miami - Red Wine,990
75,Retail,Revenue - Retail Sales Miami - White Wine,1116
75,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1485
75,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1680
75,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1440
75,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2673
75,Retail,Revenue - Retail Sales San Francisco - Red Wine,1860
75,Retail,Revenue - Retail Sales San Francisco - White Wine,1824
74,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10449
74,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6480
